title,desc,source,cat
RIP Buddy: The first dog to test positive for the coronavirus in the U.S. has died - MarketWatch,"RIP Buddy: The first dog to test positive for the coronavirus in the U.S. has died MarketWatchStaten Island dog, first to test positive for COVID in U.S., dies. Family heartbroken, confused. SILive.comBuddy The Dog Died Of Coronavirus — So Can Dogs Get It Now? Refinery291st dog in U.S. to test positive for COVID-19 has died after 3-month illness KTLAFirst US Dog With COVID-19 Has Died WebMDView Full Coverage on Google News",goo,hea
US records over 25000 coronavirus deaths in July - Thomson Reuters Foundation,"US records over 25000 coronavirus deaths in July Thomson Reuters Foundation2nd US virus surge hits plateau, but few experts celebrate Fox NewsCoronavirus in North Texas: What you need to know for Aug. 1 WFAAU.S. records over 25,000 coronavirus deaths in July ReutersUS COVID-19 death toll soars past 155000, with one death every minute WSWSView Full Coverage on Google News",goo,hea
Can you get COVID-19 through your eyes? - WJW FOX 8 News Cleveland,Can you get COVID-19 through your eyes? WJW FOX 8 News ClevelandThe Coronavirus Is Airborne. Keep Saying It. SlateCan the coronavirus spread through the air? WKRN News 2New research looks at how the coronavirus may spread through the air WKBN.comHow the coronavirus can spread through the air pennlive.comView Full Coverage on Google News,goo,hea
World Health Organization reports largest single-day increase in coronavirus cases across globe - CNBC,"World Health Organization reports largest single-day increase in coronavirus cases across globe CNBCCan you get Covid-19 through your eyes? Possibly. Should we all be wearing goggles? Probably not. CNNVirus effects to last decades, WHO says six months on Malay MailWHO: We Don't Know What Long-Term Effects of Covid-19 Will Be Bloomberg QuickTake NewsCoronavirus spikes in some countries due to carelessness of some youths: WHO Northeast NowView Full Coverage on Google News",goo,hea
How to volunteer for a coronavirus vaccine trial - CNET,How to volunteer for a coronavirus vaccine trial CNETRussian Health Minister Says Mass COVID-19 Vaccination is Being Planned for October NewsweekCoronavirus: Russia plans mass vaccination campaign in October BBC NewsRussia preparing mass vaccination against coronavirus for October ReutersJohnson & Johnson sees promising COVID-19 vaccine results after testing on monkeys ABC NewsView Full Coverage on Google News,goo,hea
"Rate of coronavirus spread drops in Colorado, but health officials remain wary - Colorado Springs Gazette","Rate of coronavirus spread drops in Colorado, but health officials remain wary Colorado Springs GazetteView Full Coverage on Google News",goo,hea
"First dog to test positive for Covid-19 in the US, Buddy the German shepherd, has died - CBS46 News Atlanta","First dog to test positive for Covid-19 in the US, Buddy the German shepherd, has died CBS46 News AtlantaView Full Coverage on Google News",goo,hea
"Pennsylvania coronavirus update: 970 more cases reported by state on Friday to bring total to 112,048 - The Morning Call","Pennsylvania coronavirus update: 970 more cases reported by state on Friday to bring total to 112,048 The Morning CallView Full Coverage on Google News",goo,hea
The flu could send our health care system into overdrive this winter. This drug offers some hope. - CNN,The flu could send our health care system into overdrive this winter. This drug offers some hope. CNN,goo,hea
"July 2020: The ‘Watch List,' & the Return of Restrictions in San Diego's Fight Against COVID-19 - NBC San Diego","July 2020: The ‘Watch List,' & the Return of Restrictions in San Diego's Fight Against COVID-19 NBC San Diego",goo,hea
"Beaufort County sees more than 100 new COVID-19 cases, 3 deaths in latest DHEC report - WJCL News","Beaufort County sees more than 100 new COVID-19 cases, 3 deaths in latest DHEC report WJCL News",goo,hea
Why Californians with mental illness are dropping private insurance to get taxpayer-funded treatment - San Francisco Chronicle,Why Californians with mental illness are dropping private insurance to get taxpayer-funded treatment San Francisco ChronicleSafely back to School: plans for mental health 23 ABC News | KERODozens of mental health patients sent away for treatment Kent OnlineEP4: 'Unmuted' Breaking the Stigma Around Latinx Mental Health | Yahoo Life Yahoo LifeAavriti Choudhary addresses myths about Mental Health to help the ones in need - BeautyPageants Femina Miss IndiaView Full Coverage on Google News,goo,hea
J&J COVID-19 vaccine candidate protects monkeys after single dose - FierceBiotech,"J&J COVID-19 vaccine candidate protects monkeys after single dose FierceBiotechCovid-19: 'Not herd immunity, vaccine only option,' says govt Hindustan TimesJohnson & Johnson COVID-19 vaccine effective in animal trials WDIV ClickOnDetroitRohtak man, 54, joins human trial of Covaxin after son Times of IndiaUK scientists to immunize hundreds with coronavirus vaccine The Associated PressView Full Coverage on Google News",goo,hea
1st dog that tested positive for COVID-19 dies in New York after battle with cancer - WRGB,1st dog that tested positive for COVID-19 dies in New York after battle with cancer WRGBView Full Coverage on Google News,goo,hea
Can you get Covid-19 through your eyes? Possibly. Should we all be wearing goggles? Probably not. - MSN Money,Can you get Covid-19 through your eyes? Possibly. Should we all be wearing goggles? Probably not. MSN MoneyView Full Coverage on Google News,goo,hea
Can you get COVID-19 through your eyes? - WJW FOX 8 News Cleveland,"Can you get COVID-19 through your eyes? WJW FOX 8 News ClevelandYes, you can get COVID through your eyes WMBB - mypanhandle.comWhat you need to know about eye protection and COVID-19 ABC NewsView Full Coverage on Google News",goo,hea
"Impact of coronavirus will be felt for decades to come, says World Health Organization - Deccan Herald","Impact of coronavirus will be felt for decades to come, says World Health Organization Deccan HeraldVirus effects to last decades, WHO says six months on HeraldLIVECoronavirus effects to last decades, WHO says six months on INQUIRER.netThere is no ‘zero risk’ in easing travel restrictions — WHO VanguardThere is no ‘zero risk’ in easing travel restrictions, WHO says INQUIRER.netView Full Coverage on Google News",goo,hea
WHO just gave us the worst possible coronavirus prediction - BGR,"WHO just gave us the worst possible coronavirus prediction BGRVirus effects to last decades, WHO says six months on - The Jakarta Post Jakarta PostWHO: Coronavirus pandemic is a 'once-in-a-century' health crisis Al Jazeera EnglishWorld Health Organization reports largest single-day increase in coronavirus cases across globe CNBCThe effects of the coronavirus pandemic will be 'felt for decades to come,' WHO chief says | TheHill The HillView Full Coverage on Google News",goo,hea
"Maryland again reports more than 1,000 new coronavirus cases - Baltimore Sun","Maryland again reports more than 1,000 new coronavirus cases Baltimore SunCoronavirus In Maryland: More Than 1K More Cases Reported, Hospitalizations Remain Flat CBS BaltimoreView Full Coverage on Google News",goo,hea
"San Diego gym defied county health orders, now linked to coronavirus outbreak - Fox News","San Diego gym defied county health orders, now linked to coronavirus outbreak Fox NewsSan Diego gym linked to COVID outbreak, defied health order New York Daily NewsCOVID-19 outbreak linked to San Diego gym that defied shutdown order New York Post Former member of The Gym in Pacific Beach shares experience 10NewsGeorgia camp with COVID-19 outbreak didn’t require masks Yahoo! VoicesView Full Coverage on Google News",goo,hea
Yellowstone County reports another COVID-19 death; Big Horn County reports 4 deaths in 24 hours - Billings Gazette,Yellowstone County reports another COVID-19 death; Big Horn County reports 4 deaths in 24 hours Billings GazetteEnforcing the state-wide mask directive in Yellowstone County KULR-TVView Full Coverage on Google News,goo,hea
Why it's vital to get your flu shot this year - CNN,Why it's vital to get your flu shot this year CNNView Full Coverage on Google News,goo,hea
Merck to launch new clinical trial in September for five-day Covid-19 treatment - CNBC Television,Merck to launch new clinical trial in September for five-day Covid-19 treatment CNBC TelevisionUK scientists to immunize hundreds with experimental Covid-19 vaccine Hindustan TimesJ&J starts human trials of COVID-19 vaccine ReutersUK scientists to immunise hundreds with coronavirus vaccine The HinduA Critical Step toward Protection Harvard Medical SchoolView Full Coverage on Google News,goo,hea
RIP Buddy: The first dog to test positive for the coronavirus in the U.S. has died - MarketWatch,"RIP Buddy: The first dog to test positive for the coronavirus in the U.S. has died MarketWatchBuddy The Dog Died Of Coronavirus — So Can Dogs Get It Now? Refinery29Staten Island dog, first to test positive for COVID in U.S., dies. Family heartbroken, confused. SILive.com1st dog in U.S. to test positive for COVID-19 has died after 3-month illness KTLAFirst US Dog With COVID-19 Has Died WebMDView Full Coverage on Google News",goo,hea
US records over 25000 coronavirus deaths in July - Thomson Reuters Foundation,"US records over 25000 coronavirus deaths in July Thomson Reuters Foundation2nd US virus surge hits plateau, but few experts celebrate Fox NewsU.S. records over 25,000 coronavirus deaths in July ReutersUS COVID-19 death toll soars past 155000, with one death every minute WSWSCoronavirus deaths climb in US as new cases appear to plateau The GuardianView Full Coverage on Google News",goo,hea
"Michigan county-level coronavirus data for Saturday, Aug. 1; 2 U.P. counties seeing surge - MLive.com","Michigan county-level coronavirus data for Saturday, Aug. 1; 2 U.P. counties seeing surge MLive.comGogebic, Marinette counties see COVID jump | News, Sports, Jobs Iron Mountain Daily NewsView Full Coverage on Google News",goo,hea
What you need to know about eye protection and COVID-19 - ABC News,"What you need to know about eye protection and COVID-19 ABC NewsYes, you can get COVID through your eyes WMBB - mypanhandle.comView Full Coverage on Google News",goo,hea
Record 13 New Cases of COVID-19 Reported in Effingham County Friday - Effingham's News Leader,"Record 13 New Cases of COVID-19 Reported in Effingham County Friday Effingham's News LeaderEffingham County Health Department Reports Record 13 COVID-19 Cases In One Day Samantha LaturnoOne more COVID-19 death, totaling six; 10 new cases for Morgan Jacksonville Journal-CourierMorgan Reports 1 Death, 10 New Cases of COVID-19, Cass and Scott Also Report Increases WLDS-WEAI NewsCOVID-19 Outbreak Reported at Jacksonville Wedding Reception WLDS-WEAI NewsView Full Coverage on Google News",goo,hea
The Legacy of Henrietta Lacks - Mental Floss,The Legacy of Henrietta Lacks Mental FlossHenrietta Lacks and Her Remarkable Cells Will Finally See Some Payback The Wall Street JournalGenetic privacy: We must learn from the story of Henrietta Lacks New Scientist NewsView Full Coverage on Google News,goo,hea
"First dog to test positive for Covid-19 in the US, Buddy the German shepherd, has died - MSN Money","First dog to test positive for Covid-19 in the US, Buddy the German shepherd, has died MSN Money",goo,hea
"696 new coronavirus cases, 11 additional deaths reported in Iowa - KCCI Des Moines","696 new coronavirus cases, 11 additional deaths reported in Iowa KCCI Des Moines",goo,hea
